,,,,,,,,,,,,,
ein,business name,state,total assets,grantee count,cb grant count,intermediary grant count,paid officer count,phone,website,top officer name,top officer title,segment,segment priority
223465454,OCEANFIRST FOUNDATION,NJ,"$10,650,020", 427 , 417 , 5 ,0,7323414676,WWW.OCEANFIRSTFDN.ORG,CHRISTOPHER D MAHER,PRESIDENT / CHAIRMAN,High-Volume Regional,2
800681389,CUMMINGS FOUNDATION GRANTS INC (FKA ONEWORLD BOSTON INC),MA,"$233,134,310", 411 , -   , -   ,0,7819358000,WWW.CUMMINGSFOUNDATION.ORG,William S Cummings,President & Trustee,High-Volume Regional,2
916340739,RASMUSON FOUNDATION,AK,"$760,803,239", 401 , 1 , 2 ,0,9072972700,WWW.RASMUSON.ORG,ADAM GIBBONS,CHAIR,High-Volume Regional,2
201115566,COLUMBIA BANK FOUNDATION,NJ,"$53,992,779", 379 , 8 , 6 ,0,2017945629,HTTPS://WWW.COLUMBIABANKONLINE.COM/ABOUT-US,Thomas J Kemly,President,High-Volume Regional,2
133097486,THE HOWARD GILMAN FOUNDATION INC,NY,"$592,743,063", 354 , 878 , -   ,0,2124080400,HOWARDGILMANFOUNDATION.ORG,MARY C FARRELL,PRESIDENT & DIRECTOR,High-Volume Regional,2
956054814,WEINGART FOUNDATION,CA,"$866,296,097", 351 , 200 , 5 ,3,2136887799,WWW.WEINGARTFND.ORG,MIGUEL SANTANA,PRESIDENT & CEO,High-Volume Regional,2
366108293,Polk Bros Foundation Inc,IL,"$324,694,311", 344 , -   , -   ,2,3125274684,www.polkbrosfdn.org,EVETTE CARDONA,VP INVESTMENTS,High-Volume Regional,2
630736444,THE DANIEL FOUNDATION OF ALABAMA,AL,"$115,676,328", 328 , -   , -   ,1,2058743523,N/A,CHARLES W DANIEL,CHAIRMAN,High-Volume Regional,2
236261726,THE CIGNA GROUP FOUNDATION,PA,"$129,315,317", 325 ," 7,044 ", -   ,0,2157611000,HTTP:/WWW.CIGNA.COM/ABOUTUS/COMMUNITY/GIVING.HTML,DAVID M CORDANI,DIRECTOR,High-Volume Regional,2
510232651,FR BIGELOW FOUNDATION,MN,"$176,908,736", 322 , 87 , 4 ,0,6512245463,WWW.FRBIGELOW.ORG,MORRIS GOODWIN JR,TRUSTEE,High-Volume Regional,2
471431059,JM McDonald Foundation Inc,DE,"$26,131,685", 309 , 12 , 7 ,0,8008391754,https://upstategiving.com/j-m-mcdonald-foundation,Dana Amundson,"Dir, Sec",High-Volume Regional,2
136206624,PINKERTON FOUNDATION,NY,"$689,062,497", 302 , -   , -   ,0,2123323385,THEPINKERTONFOUNDATION.ORG,DANIEL L MOSLEY,CHAIRMAN,High-Volume Regional,2
363606913,DENNIS & PHYLLIS WASHINGTON FOUNDATION,MT,"$1,052,645,253", 300 , 66 , 7 ,0,4065231300,WWW.DPWFOUNDATION.ORG,PHYLLIS J WASHINGTON,DIRECTOR,High-Volume Regional,2
382935534,CONSUMERS ENERGY FOUNDATION,MI,"$55,085,639", 288 , 4 , 5 ,0,5177880432,WWW.CONSUMERSENERGY.COM/FOUNDATION,GARRICK J ROCHOW,CHAIRMAN & DIRECTOR,High-Volume Regional,2
611257368,LG&E AND KU FOUNDATION INC,KY,"$24,747,920", 285 , 27 , 4 ,0,5026273234,HTTP://WWW.LGE-KU.COM/COMMUNITY,KENT BLAKE,VICE PRESIDENT,High-Volume Regional,2
010387404,Elmina B Sewall Foundation,ME,"$170,578,667", 284 , 581 , -   ,1,2073739206,www.sewallfoundation.org,Dr Gabriela Alcalde,Executive Director,High-Volume Regional,2
202668833,ROCKLAND TRUST CHARITABLE FOUNDATION,MA,"$50,266,676", 279 , -   , -   ,0,7819826100,WWW.ROCKLANDTRUST.COM,EDWARD H SEKSAY,PRESIDENT/DIRECTOR,High-Volume Regional,2
746070484,ALBERT & ETHEL HERZSTEIN,TX,"$126,529,173", 278 , 3 , 3 ,2,7136817868,WWW.HERZSTEINFOUNDATION.ORG,GEORGE W STRAKE JR,CHAIRMAN,High-Volume Regional,2
382708636,DTE ENERGY FOUNDATION,MI,"$120,093,193", 276 , -   , -   ,0,3132354000,WWW.DTEFOUNDATION.COM,LYNETTE M DOWLER,"DIRECTOR, CHAIR & PRESIDENT",High-Volume Regional,2
866247076,Virginia G Piper Charitable Trust,AZ,"$442,664,466", 272 , 6 , 7 ,3,4809485853,www.pipertrust.org,Karen Woodhouse,Trustee,High-Volume Regional,2
453240491,SORENSON LEGACY FOUNDATION,UT,"$457,366,003", 266 , -   , -   ,1,8014619700,SORENSONLEGACYFOUNDATION.ORG,ANN CROCKER,DIRECTOR,High-Volume Regional,2
236296825,CONNELLY FOUNDATION,PA,"$342,952,074", 263 , 118 , 5 ,1,6108343222,WWW.CONNELLYFDN.ORG,JOSEPHINE C MANDEVILLE,"BOARD CHAIR, EMERITA & TRUSTEE",High-Volume Regional,2
956089998,THE AHMANSON FOUNDATION,CA,"$1,229,560,863", 257 , 5 , 1 ,1,3102780770,WWW.THEAHMANSONFOUNDATION.ORG,WILLIAM H AHMANSON,TRUSTEE/PRES.,High-Volume Regional,2
566042532,THE CANNON FOUNDATION INC,NC,"$329,446,542", 252 , 1 , 3 ,1,7047868216,HTTP://WWW.CANNONFOUNDATION.ORG,WILLIAM C CANNON JR,DIRECTOR & PRESIDENT,High-Volume Regional,2
810523786,TOWN PUMP CHARITABLE FOUNDATION,MT,"$63,260,816", 251 , -   , -   ,0,4064976700,WWW.TOWNPUMPFOUNDATION.COM,THOMAS P KENNEALLY,VICE PRESIDENT/DIRECTOR,High-Volume Regional,2
043342405,SALEM FIVE CHARITABLE FOUNDATION INC,MA,"$14,984,579", 250 , -   , -   ,0,9787455555,https://www.salemfive.com/about-us/charitable-foundation,PING YIN CHAI,PRESIDENT,High-Volume Regional,2
346519769,The George Gund Foundation,OH,"$506,606,604", 247 , 324 , 5 ,2,2162413114,www.gundfoundation.org,Anthony Richardson,President,High-Volume Regional,2
841393308,DANIELS FUND,CO,"$1,303,622,638", 247 , 156 , 3 ,2,3033937220,WWW.DANIELSFUND.ORG,HANNA SKANDERA,"PRESIDENT AND CEO, STARTING 12/2020",High-Volume Regional,2
203216993,THE CONRAD PREBYS FOUNDATION,CA,"$1,125,949,431", 245 , 153 , 7 ,1,6198602101,WWW.PREBYSFDN.ORG,GREGORY ROGERS,PRESIDENT,High-Volume Regional,2
916029352,THE NORCLIFFE FOUNDATION,WA,"$20,421,324", 243 , 173 , 3 ,0,2066824820,WWW.THENORCLIFFEFOUNDATION.COM,ANN P WYCKOFF,TRUSTEE,High-Volume Regional,2
341695319,PREMIER BANK FOUNDATION,OH,"$9,114,062", 236 , -   , -   ,2,3302862882,https://solitairehut.com/game/canfield,HOME SAVINGS BANK,TRUSTEE,High-Volume Regional,2
526036106,THE ABELL FOUNDATION INC,MD,"$334,676,808", 234 , -   , -   ,0,4105471300,WWW.ABELL.ORG,GEORGE L BUNTING JR,CHAIRMAN,High-Volume Regional,2
223828939,NEW JERSEY NATURAL GAS COMPANY CHARITY,NJ,"$20,892,989", 232 , -   , -   ,0,7329381000,NJRESOURCES.COM/COMMUNITY/NJNG-CHARITY/INDEX.ASPX,Stephen Westhoven,President & CEO,High-Volume Regional,2
465129465,PRICE PHILANTHROPIES FOUNDATION,CA,"$470,624,292", 227 , -   , -   ,0,8585512316,WWW.PRICEPHILANTHROPIES.ORG,ROBERT PRICE,CHMN/PRES/GRANT CMTE CHMN/INV CMTE MBR,High-Volume Regional,2
231352110,INDEPENDENCE FOUNDATION,PA,"$73,777,166", 217 , 5 , -   ,1,2159854009,WWW.INDEPENDENCEFOUNDATION.ORG,HON PHYLLIS W BECK,BOARD CHAIR,High-Volume Regional,2
876118245,GEORGE S AND DOLORES DORE,UT,"$892,503,036", 215 , 59 , 9 ,1,8012465357,WWW.GSECCLESFOUNDATION.ORG,SPENCER F ECCLES,CEO/CHAIRMAN OF THE BOARD,High-Volume Regional,2
846037604,TEMPLE HOYNE BUELL FOUNDATION,CO,"$440,322,882", 207 , 240 , 3 ,1,3037441688,WWW.BUELLFOUNDATION.ORG,REGINALD L WASHINGTON,CHAIR/TRUSTE,High-Volume Regional,2
746104592,The Powell Foundation,TX,"$421,222,742", 204 , 253 , -   ,1,7135237557,www.powellfoundation.org,Katherine Osborne Valdez,Board President/Director,High-Volume Regional,2
931245000,JUAN YOUNG TRUST,OR,"$107,950", 203 , 3 , 6 ,1,5036974118,HTTPS://JUANYOUNGTRUST.WIXSITE.COM/JUANYOUNGTRUST,ANTOINETTE K ARENZ,TRUSTEE,High-Volume Regional,2
251309888,THE GRABLE FOUNDATION,PA,"$326,491,183", 197 , 1 , 7 ,0,4124714550,WWW.GRABLE.ORG,CHARLES R BURKE JR,CHAIRMAN & TRUSTEE,High-Volume Regional,2
586038145,Z SMITH REYNOLDS FOUNDATION INC,NC,"$25,109,679", 197 , 345 , 4 ,1,3367257541,WWW.ZSR.ORG,MAURICE MO GREEN,EXECUTIVE DIRECTOR/SECRETARY,High-Volume Regional,2
650188171,THE BATCHELOR FOUNDATION INC,FL,"$389,691,931", 195 , -   , -   ,1,3055345004,TBFINC.ORG,ANNE O BATCHELOR-ROBJOHNS,"TRUSTEE & CEO, CHAIRMAN, SECRETARY",High-Volume Regional,2
411698990,MARDAG FOUNDATION,MN,"$63,483,716", 193 , 48 , 1 ,0,6512245463,WWW.MARDAG.ORG,TIMOTHY M OBER,PRESIDENT,High-Volume Regional,2
030373895,JAMES F & MARION L MILLER FOUNDATION,OR,"$157,676,181", 191 , 351 , 8 ,1,5035463191,WWW.MILLERFOUND.ORG,CHARLES H PUTNEY,PRESIDENT,High-Volume Regional,2
990210467,BANK OF HAWAII CHARITABLE FDN,HI,"$2,804,989", 191 , -   , 1 ,0,8086944399,,PETER S HO,CHAIRMAN & DIRECTOR,High-Volume Regional,2
471289795,Onion Foundation,ME,"$64,768,101", 188 , 5 , 1 ,0,2072210272,www.onionfoundation.org,Frederick Onion,Co-Director,High-Volume Regional,2
946069482,THE ZELLERBACH FAMILY FOUNDATION,CA,"$160,251,196", 188 , 223 , 2 ,0,4154212629,ZFF.ORG,EMILY BOSCHWITZ,DIRECTOR,High-Volume Regional,2
366059408,FIELD FOUNDATION OF ILLINOIS,IL,"$47,779,647", 187 , -   , -   ,0,3128310910,FIELDFOUNDATION.ORG,GLORIA CASTILLO,BOARD CHAIR,High-Volume Regional,2
586026879,ATL FDN-W PETERS MAIN,MO,"$16,408,229", 186 , 280 , -   ,1,8887304933,N/A,WELLS FARGO BANK N A,TRUSTEE,High-Volume Regional,2
651058044,The Jim Moran Foundation Inc,FL,"$251,700,402", 182 , 25 , 6 ,0,9544292122,www.jimmoranfoundation.org,Janice M Moran,Board Chair/President,High-Volume Regional,2
042768239,YAWKEY FOUNDATION II,MA,"$448,413,557", 177 , 2 , -   ,1,7813297470,WWW.YAWKEYFOUNDATIONS.ORG,JOHN L HARRINGTON,BOARD CHAIR / TRUSTEE,High-Volume Regional,2
043353621,Institution for Savings in Newburyport &,MA,"$14,836,602", 175 , -   , -   ,0,9784623106,https://www.institutionforsavings.com/business/checking,CINDY M JOHNSON,TRUSTEE,High-Volume Regional,2
061513293,ION BANK FOUNDATION INC,CT,"$13,950,608", 174 , -   , 1 ,0,2037295291,IONBANK.COM/ABOUT-US/FOUNDATION/,CHARLES J BOULIER III,DIRECTOR,High-Volume Regional,2
760041524,STRAKE FOUNDATION,TX,"$44,824,735", 174 , 31 , 2 ,1,7134001179,N/A,RANDALL K WOODRUFF,EXEC DIR,High-Volume Regional,2
237839035,THE PATRICIA KIND FAMILY FOUNDATION,PA,"$24,202,438", 173 , 228 , 3 ,1,2154196000,pkindfamilyfoundation.org/,SEE SCHEDULE ATTACHED,TRUSTEE,High-Volume Regional,2
586026401,TR UW CHARLES I BRANAN,MO,"$26,323,595", 173 , 16 , -   ,1,8887304933,N/A,WELLS FARGO BANK N A,TRUSTEE,High-Volume Regional,2
680050036,SIERRA HEALTH FOUNDATION,CA,"$57,860,059", 171 , -   , -   ,2,9169224755,WWW.SIERRAHEALTH.ORG,CHET P HEWITT,PRESIDENT & CEO,High-Volume Regional,2
236207346,HENRY DOLFINGER 2 TRUST UW,PA,"$17,194,062", 169 , -   , -   ,1,2159791973,WWW.DOLFINGERMCMAHONFOUNDATION.ORG,SHELDON BONOVITZ ESQ,CO-TRUSTEE,High-Volume Regional,2
616031406,THE GHEENS FOUNDATION INC,KY,"$158,801,956", 169 , 9 , 4 ,2,5025844650,GHEENSFOUNDATION.ORG,MICHAEL B MOUNTJOY,CEO/TRUSTEE/CHAIR,High-Volume Regional,2
010516587,Saco & Biddeford Savings,ME,"$685,526", 168 , 484 , -   ,0,2072844591,https://sbsfoundation.org,Daryl J Cady,Director,High-Volume Regional,2
411958621,MORTENSON FAMILY FOUNDATION,MN,"$136,619,117", 167 , 1 , 3 ,0,7632875500,MORTENSONFAMILY.ORG,ALICE D MORTENSON,PRESIDENT/CHAIR,High-Volume Regional,2
510165988,THE CHAMPLIN FOUNDATION,PA,"$422,072,861", 166 , -   , 3 ,1,3024291481,HTTPS://CHAMPLINFOUNDATION.ORG/,PNC BANK NA,CORPORATE TRUSTEE,High-Volume Regional,2
273420282,THE CEDARCREST CHARITABLE FOUNDATION AKA,DE,"$42,810,860", 165 , 8 , -   ,0,8008391754,https://blbb.com/charitable/about,Laura W Brewer,"Dir, VP",High-Volume Regional,2
910745225,MEDINA FOUNDATION,WA,"$103,615,717", 160 , 239 , 1 ,1,2066528780,WWW.MEDINAFOUNDATION.ORG,JENNIFER TEUNON,EXECUTIVE DIRECTOR,High-Volume Regional,2
590812783,QUANTUM FOUNDATION INC,FL,"$162,221,360", 156 , -   , -   ,1,5618327497,WWW.QUANTUMFND.ORG,ERIC M KELLY,PRESIDENT,High-Volume Regional,2
720423887,BAPTIST COMMUNITY MINISTRIES,LA,"$369,350,022", 154 , 1 , 9 ,0,5045932309,BCM.ORG,PHILLIP BRODT,VICE CHAIR,High-Volume Regional,2
396098118,MADISON GAS AND ELECTRIC FOUNDATION,WI,"$41,183,747", 153 , -   , -   ,0,6082527070,https://www.mge.com/community/support/mge-foundation,JEFFREY KEEBLER,PRESIDENT AND CHAIRMAN,High-Volume Regional,2
730736496,SARKEYS FOUNDATION,OK,"$119,211,812", 153 , 14 , 5 ,1,4053643703,WWW.SARKEYS.ORG,KIM HENRY,EXECUTIVE DIRECTOR,High-Volume Regional,2
010498551,John T Gorman Foundation,ME,"$214,146,299", 152 , 106 , 4 ,2,2075186784,www.jtgfoundation.org,Anthony Cipollone ex officio,"President, CEO, & Director",High-Volume Regional,2
351003699,NICHOLAS H NOYES JR MEMORIAL,IN,"$111,555,039", 152 , 85 , 2 ,0,3178448009,WWW.NOYESFOUNDATION.ORG,NICHOLAS S NOYES,DIRECTOR/PRESIDENT,High-Volume Regional,2
522362225,THE HEALING TRUST,TN,"$130,695,569", 152 , -   , -   ,0,6152848271,HTTP://WWW.HEALINGTRUST.ORG,MARK BACURIN,TRUSTEE,High-Volume Regional,2
387132674,OPPORTUNITY FOUNDATION,PA,"$41,375,340", 150 , -   , -   ,0,4123621300,WWW.THEOPPORTUNITYFUND.ORG,IDA LEE GOODMAN,TRUSTEE,High-Volume Regional,2
741116595,ED RACHAL FOUNDATION,TX,"$722,339,907", 148 , 1 , -   ,1,3618819040,WWW.EDRACHAL.ORG,DAVID L HOYER,PRESIDENT,High-Volume Regional,2
416011826,HARDENBERGH FOUNDATION,MN,"$70,334,728", 146 , 288 , -   ,0,6516534956,HARDENBERGHFOUNDATION.ORG,JON A THEOBALD,VICE PRESIDENT/CHAIRMAN,High-Volume Regional,2
043739441,THE PROVIDENT BANK FOUNDATION,NJ,"$16,569,534", 145 , 71 , 2 ,0,8622603990,WWW.THEPROVIDENTBANKFOUNDATION.ORG,DR CARLOS HERNANDEZ PH D,CHAIRMAN,High-Volume Regional,2
943276694,THORNTON S JR AND KATRINA D,CA,"$33,651,635", 144 , -   , 6 ,1,5307533803,WWW.GLIDEFOUNDATION.ORG,RUSSELL E WHITE,CO-TRUSTEE,High-Volume Regional,2
346598971,BURTON D MORGAN FOUNDATION INC,OH,"$186,139,622", 141 , 7 , 2 ,2,3306551660,WWW.BDMORGANFDN.ORG,DANIEL J HAMPU,PRESIDENT/CEO,High-Volume Regional,2
205132900,The Rees-Jones Foundation,TX,"$662,485,185", 139 , 3 , 8 ,1,2147512977,rees-jonesfoundation.org,Adrian Cook,Chairman,High-Volume Regional,2
854150612,RALPH R PAPITTO AND BARBARA A PAPITTO,RI,"$18,618,067", 139 , -   , -   ,1,4012761236,WWW.POCFOUNDATION.COM,BARBARA PAPITTO,TRUSTEE,High-Volume Regional,2
363025967,The Coleman Foundation Inc,IL,"$174,975,741", 136 , 340 , -   ,2,3129027120,www.colemanfoundation.org,Michael W Hennessy,President & CEO,High-Volume Regional,2
202262822,SAM L COHEN FOUNDATION,ME,"$28,191,741", 134 , 146 , 2 ,1,2078715600,WWW.SAMLCOHENFOUNDATION.ORG,JEROME F GOLDBERG ESQ,"DIRECTOR, CHAIR",High-Volume Regional,2
222948675,MAX AND MARIAN FARASH CHARITABLE,NY,"$326,670,285", 134 , -   , -   ,2,5852189855,WWW.FARASHFOUNDATION.ORG,DAAN BRAVEMAN,TRUSTEE & BOARD CHAIR,High-Volume Regional,2
330779894,HUTTON FOUNDATION,CA,"$100,798,363", 134 , 77 , -   ,1,8059574740,WWW.HUTTONFOUNDATION.ORG,THOMAS C PARKER,PRESIDENT,High-Volume Regional,2
956202911,CARRIE ESTELLE DOHENY FOUNDATION,CA,"$200,355,209", 133 , 26 , 7 ,1,2134881122,WWW.DOHENYFOUNDATION.ORG,MICHAEL S FEELEY,"PRESIDENT, CHAIR, DIRECTOR",High-Volume Regional,2
046036558,Amelia Peabody Foundation,MA,"$135,682,150", 132 , 7 , 7 ,1,7812376468,ameliapeabody.org,Margaret St Clair,Exec Director Thru 12/31/22,High-Volume Regional,2
823673823,THE LEXICON FOUNDATION INC,NY,"$7,089", 130 , -   , -   ,0,8457742220,N/A,BENNY WERCBERGER,DIRECTOR,High-Volume Regional,2
850429439,MARSHALL L AND PERRINE D MCCUNE,NM,"$91,819,670", 129 , 342 , 9 ,2,5059838300,WWW.NMMCCUNE.ORG,CARLA M ROMERO,EXECUTIVE DIRECTOR,High-Volume Regional,2
731167188,INASMUCH FOUNDATION,OK,"$403,161,605", 128 , 63 , 2 ,2,4056045292,WWW.INASMUCHFOUNDATION.ORG,ANDREW W ROFF,DIRECTOR,High-Volume Regional,2
320516588,S MARK TAPER FOUNDATION,CA,"$186,186,083", 127 , 119 , 1 ,0,3104765543,WWW.SMTFOUNDATION.ORG,JANICE TAPER LAZAROF,PRESIDENT AND TRUSTEE,High-Volume Regional,2
946075613,ATKINSON FOUNDATION,CA,"$27,170,571", 127 , 11 , 6 ,0,4155616540,WWW.ATKINSONFDN.ORG,ANDREA HIGUERA BALLARD,PRESIDENT,High-Volume Regional,2
756020781,ABELL-HANGER FOUNDATION,TX,"$133,874,975", 124 , 86 , 6 ,1,4326846655,ABELL-HANGER.ORG,JACK F HARPER,TRUSTEE,High-Volume Regional,2
843443360,CAPE COD 5 FOUNDATION INC,MA,"$14,803,597", 124 , -   , -   ,0,5082400555,WWW.CAPECODFIVE.COM,ROBERT A TALERMAN,CHAIR & PRESIDENT,High-Volume Regional,2
843918068,CONNEXUS ENERGY FOUNDATION,MN,"$548,465", 123 , -   , -   ,0,7633232600,CONNEXUSENERGY.COM,GREG RIDDERBUSCH,PRESIDENT/DIRECTOR,High-Volume Regional,2
416038619,C K BLANDIN FOUNDATION,MN,"$496,755,240", 122 , 108 , 7 ,3,2183260523,WWW.BLANDINFOUNDATION.ORG,ALICE MOREN,TRUSTEE/CHAIR & EXEC/PERS COMM CHAIR,High-Volume Regional,2
880244735,NV Energy Charitable Foundation,NV,"$33,071,128", 121 , 4 , 9 ,0,7758343067,N/A,Douglas A Cannon,Chair,High-Volume Regional,2
936020752,THE JACKSON FOUNDATION,WI,"$12,125,897", 121 , 241 , -   ,2,5034643580,,JULIE VIGELAND,CO-TRUSTEE,High-Volume Regional,2
386091798,HARRY A AND MARGARET D TOWSLEY,MI,"$48,887,367", 120 , -   , -   ,1,7346602170,TOWSLEYFOUNDATION.ORG,JUDITH D RUMELHART,VPRES/TRUSTEE,High-Volume Regional,2
930861885,THE KINSMAN FOUNDATION,OR,"$19,826,125", 120 , 38 , 2 ,1,5036541668,WWW. KINSMANFOUNDATION. ORG,KEITH KINSMAN,CEO EMERITUS,High-Volume Regional,2
204968499,THE WALSER FOUNDATION,MN,"$8,737,203", 119 , 42 , 3 ,0,9523554058,https://www.walser.com/blog/walser-employee-inspires-share-the-love-hometown-charity-choice,ANDREW D WALSER,PRESIDENT,High-Volume Regional,2
593249687,Jacksonville Jaguars Foundation Inc,FL,"$63,824", 119 , -   , -   ,2,9046336000,WWW.JAGUARS.COM/COMMUNITY,Michael Carnahan,Vice President,High-Volume Regional,2
208060391,HARVEY E NAJIM CHARITABLE,TX,"$97,744,165", 118 , -   , -   ,0,2102558435,NAJIMFOUNDATION.ORG,HARVEY E NAJIM,PRESIDENT,High-Volume Regional,2
356070695,JOHN W ANDERSON FOUNDATION,IN,"$301,988,160", 116 , -   , -   ,1,2194624611,https://www.insidephilanthropy.com/find-a-grant-places/indiana-grants/john-w-anderson-foundation,WILLIAM N VINOVICH,CHAIRMAN AND TRUSTEE,High-Volume Regional,2
621512725,JR HYDE III FAMILY FOUNDATION,TN,"$248,219,439", 116 , 197 , 4 ,1,9016853416,WWW.HYDEFOUNDATION.ORG,TERESA SLOYAN,PRESIDENT,High-Volume Regional,2
931159884,THE HAROLD & ARLENE SCHNITZER CARE,OR,"$65,667,888", 115 , 28 , -   ,0,5032422900,HTTPS://WWW.SCHNITZERCARE.ORG/,JORDAN D SCHNITZER,EXECUTIVE DIRECTOR/PRESIDENT,High-Volume Regional,2
363606394,Blue Cross Blue Shield of North Dakota Caring Foundation,ND,"$19,266,790", 114 , -   , 5 ,0,7012821100,www.bcbsnd.com/caring-foundation/about,Daniel R Conrad,Chair,High-Volume Regional,2
363689650,GEORGE M EISENBERG FOUNDATION,IL,"$41,271,298", 114 , -   , -   ,1,8479810545,https://gmefoundationforcharities.org,JAMES MAROUSIS,TREASURER,High-Volume Regional,2
742847652,ALICE KLEBERG REYNOLDS MEYER FOUNDAT A0479800,TX,"$17,884,783", 114 , -   , -   ,2,,,FROST BANK,TRUSTEE,High-Volume Regional,2
756007639,W P & BULAH LUSE FOUNDATION,TX,"$13,667,452", 114 , -   , 2 ,2,8888663275,NONE,BANK OF AMERICA,TRUSTEE,High-Volume Regional,2
751729449,GIL AND DODY WEAVER FOUNDATION,TX,"$10,579,111", 112 , 72 , 3 ,0,2149999494,N/A,WILLIAM R WEAVER,TRUSTEE,High-Volume Regional,2
900035660,THE CHAR AND CHUCK FOWLER FAMILY,OH,"$14,647,660", 112 , 14 , -   ,0,2163815896,WWW.FOWLERFAMILYFDN.ORG,CHARLES D FOWLER,PRESIDENT,High-Volume Regional,2
980441716,THE MINER FOUNDATION,UT,"$10,497,950", 111 , -   , -   ,0,4356283930,MINERFOUNDATION.ORG,ALLEN P MINER,"PRSDNT,SECTRY,EXEC DIR.",High-Volume Regional,2
237236057,IRVING S GILMORE FOUNDATION,MI,"$332,627,704", 109 , 3 , 2 ,2,2693426411,WWW.ISGILMORE.ORG,FL PARKS,CHAIRMAN,High-Volume Regional,2
946069873,THE WILLIAM G IRWIN CHARITY FOUNDATION,CA,"$111,448,347", 109 , 4 , 3 ,0,4155616540,HTTPS://WWW.WILLIAMGIRWINFOUNDATION.ORG,JANE OLDS BOGART,TRUSTEE,High-Volume Regional,2
160874319,THE JOHN R OISHEI FOUNDATION,NY,"$315,667,488", 108 , 19 , -   ,1,7168569490,WWW.OISHEI.ORG,WILLIAM G GISEL JR,CHAIR,High-Volume Regional,2
363310459,FIRST BANK CHICAGO FOUNDATION,IL,"$16,060", 108 , 296 , -   ,0,8478356500,https://grantstation.com/grantmakers/first-bank-highland-park,JILL TAKIFF HIRSH,DIRECTOR,High-Volume Regional,2
363766006,ROBERT B DAUGHERTY FOUNDATION,NE,"$793,447,363", 108 , 97 , -   ,3,4029334663,https://www.daughertyfdn.org,J TIMOTHY DAUGHERTY,trustee,High-Volume Regional,2
411826980,EDINA REALTY FOUNDATION,MN,"$340,871", 108 , -   , -   ,0,9529285412,https://www.grantable.co/search/funders/profile/edina-realty-foundation-us-foundation-411826980,MICHELE CICI,DIRECTOR/TRE,High-Volume Regional,2
516015095,LAFFEY-MCHUGH FOUNDATION,DE,"$63,648,192", 108 , 116 , -   ,1,3026541680,https://laffeymchugh.org,THOMAS D VEALE,EXECUTIVE DIRECTOR,High-Volume Regional,2
823650679,FOSTER FOUNDATION,VA,"$12,992,168", 108 , -   , 3 ,0,4343762322,FOSTER-FOUNDATION.ORG,WATT R FOSTER JR,TRUSTEE,High-Volume Regional,2
046278857,RILEY MABEL LOUISE TR UWILL,PA,"$49,133,038", 107 , 145 , -   ,2,6177227246,http://rileyfoundation.com/contact-info,GRACE F FEY,CO-TRUSTEE,High-Volume Regional,2
871693864,BLUE FOUNDRY CHARITABLE FOUNDATION INC,NJ,"$7,481,913", 107 , -   , -   ,0,2022742027,WWW.BLUEFOUNDRYCHARITABLEFOUNDATION.ORG,PATRICE PICARD,PRESIDENT,High-Volume Regional,2
942506257,THE BERNARD OSHER FOUNDATION,CA,"$31,589,307", 107 , -   , -   ,1,4158615587,WWW.OSHERFOUNDATION.ORG,MARY BITTERMAN,PRESIDENT,High-Volume Regional,2
010535144,Maine Health Access Foundation Inc,ME,"$144,323,858", 106 , -   , 5 ,1,2076208266,www.mehaf.org,Barbara Leonard,President & CEO,High-Volume Regional,2
431871586,MONETA GROUP CHARITABLE FOUNDATION,MO,"$1,740,325", 106 , -   , 2 ,0,3147262300,MONETAGROUP.COM/FOUNDATION,DANIEL WEST,CHAIRMAN OF THE BOARD,High-Volume Regional,2
741938157,SHIELD-AYRES FOUNDATION,TX,"$18,570,499", 106 , -   , -   ,0,5124674021,WWW.SHIELD-AYRESFOUNDATION.ORG,PATRICIA SHIELD AYRES,"FOUNDER,TRUSTEE",High-Volume Regional,2
760699250,Hildebrand Foundation,TX,"$130,412,750", 105 , -   , -   ,0,7136556300,https://hildebrandfoundation.org,Jeffery D Hildebrand,CEO/VP/Secretary,High-Volume Regional,2
854065871,THE BEACON FOUNDATION,RI,"$4,306,177", 104 , -   , -   ,0,4018252667,BEACONMUTUAL.COM/THE-BEACON-FOUNDATION/,AMY C VITALE,PRESIDENT & CHIEF EXECUTIVE OFFICER,High-Volume Regional,2
134301222,GREATER ROCHESTER HEALTH FOUNDATION,NY,"$261,225,436", 103 , -   , 2 ,2,5852581799,WWW.THEGRHF.ORG,JOHN URBAN,PRESIDENT & CEO (THROUGH AUGUST 2018),High-Volume Regional,2
340934478,MARTHA HOLDEN JENNINGS FOUNDATION,OH,"$74,884,018", 103 , -   , 5 ,0,2165895700,WWW.MHJF.ORG,ANNE C JUSTER,CHAIR & PRESIDENT,High-Volume Regional,2
872625371,Northwest Community Bank Foundation Inc,CT,"$1,055,016", 103 , 2 , 2 ,0,8603797561,https://nwcommunitybank.com/foundation/,Susan Atkins,Director,High-Volume Regional,2
136142024,THE WINDHAM FOUNDATION INC,VT,"$20,461,243", 102 , 59 , 3 ,1,8028432220,WWW.WINDHAM-FOUNDATION.ORG,ELIZABETH BANKOWSKI,PRESIDENT / CHAIRMAN,High-Volume Regional,2
