foundation_ein,foundation_name,foundation_state,match_score,match_probability,match_rank,same_state,original_score,adjusted_score,grant_type_match_pct,grant_type_grants,state_match_pct,adjusted_rank
371545757,The Will Smith Charitable Foundation,TX,78.9,0.789185093196394,149,False,78.9,76.8,11.538461538461538,3,30.76923076923077,1
870786480,THE JUNE OBLINGER SHOTT FOUNDATION INC,WV,91.3,0.9133377358101196,44,False,91.3,75.6,21.875,7,0.0,2
382571195,DEARBORN CABLE COMMUNICATIONS FUND,MI,86.3,0.8630002812840876,72,False,86.3,73.1,32.0,8,0.0,3
686223606,MACKENSEN TRUST,OK,82.2,0.8224373825938389,111,False,82.2,71.1,24.0,6,0.0,4
872475508,GRIFFINS GAIA FOUNDATION,CO,80.2,0.8021052542959096,133,False,80.2,70.1,40.0,4,0.0,5
854378095,WRIGHT FOUNDATION,WA,92.6,0.9263453835084908,38,False,92.6,66.3,0.0,0,16.666666666666664,6
510260302,LYNN & FOSTER FRIESS FAMILY,WY,95.7,0.957361414429099,25,False,95.7,64.5,11.11111111111111,1,0.0,7
411586022,Maranatha Ministries Foundation,MN,77.5,0.7747353185189841,177,False,77.5,64.3,17.02127659574468,8,0.0,8
861853067,UFC FOUNDATION,NV,77.6,0.7757183972685611,176,False,77.6,62.1,6.666666666666667,2,6.666666666666667,9
451501504,HEAL OUR LAND INC,WA,82.6,0.826225851124056,109,False,82.6,61.3,0.0,0,25.925925925925924,10
832918979,The Chad and Susan Ward Family Foundation,ID,88.6,0.8862991468946624,54,False,88.6,61.0,11.11111111111111,1,0.0,11
956083677,ALPHONSE A BURNAND MEDICAL AND,CA,96.6,0.9659448890788712,24,False,96.6,60.8,8.333333333333332,1,0.0,12
383026270,Arnold G & Martha M Langbo Foundation,MI,82.9,0.8285812221513228,104,False,82.9,60.4,3.4482758620689653,1,6.896551724137931,13
461076954,THE NORMAN FAMILY FOUNDATION,TN,82.9,0.8293862241963024,103,False,82.9,59.1,11.76470588235294,2,0.0,14
201536989,THE JAMES E AND ALLYCE DARLING,MA,87.6,0.8764267476810528,64,False,87.6,58.1,9.523809523809524,2,0.0,15
131764840,USA EQUESTRIAN TRUST INC,KY,83.4,0.834035873346847,101,False,83.4,58.1,10.9375,7,0.0,16
873780252,BARRY AND MARCI BRANDT FAMILY,FL,87.8,0.878105025990729,61,False,87.8,57.8,5.555555555555555,2,2.7777777777777777,17
382359335,JOANNE CROSS COON FOUNDATION,NC,80.0,0.7999525441193751,136,False,80.0,56.7,11.11111111111111,2,0.0,18
131684331,THE FORD FOUNDATION,NY,100.0,0.9999843653385824,7,False,100.0,56.0,3.8263213406773704,653,0.11719207781553968,19
263753801,FOUNDATION TO PROMOTE OPEN SOCIETY,NY,97.4,0.9737026763274752,22,False,97.4,53.8,3.375162267416703,156,0.0,20
237065471,EDWARD & IRMA HUNTER FOUNDATION,IN,76.5,0.765434608311017,191,False,76.5,53.6,10.256410256410255,4,0.0,21
431262762,Enterprise Holdings Foundation,MO,100.0,0.9999775237295389,8,False,100.0,53.0,0.0,0,1.5229704216488358,22
131659619,CHINA MEDICAL BOARD INC,MA,83.8,0.8382654696464815,94,False,83.8,52.6,7.142857142857142,12,0.0,23
381359264,WK Kellogg Foundation,MI,83.6,0.8360271131678824,100,False,83.6,52.6,6.962284218277019,851,0.17180724862963265,24
226029397,THE ROBERT WOOD JOHNSON FOUNDATION,NJ,95.2,0.9515597137998753,27,False,95.2,51.9,2.5518254529626203,469,0.23940366722890258,25
237049738,JPMORGAN CHASE FOUNDATION,NY,100.0,0.9999993207050464,6,False,100.0,50.4,0.10864068031543259,58,0.1329911776275123,26
200721133,THE BANK OF AMERICA CHARITABLE,NC,100.0,1.0,1,False,100.0,50.3,0.0,0,0.17079662843019203,27
136123529,AMERICAN EXPRESS FOUNDATION,NY,99.9,0.9994947100612732,10,False,99.9,50.2,0.009759588795992062,3,0.13988743940921955,28
770443347,Cisco Systems Foundation,CA,100.0,0.9999997272972564,5,False,100.0,50.0,0.0,0,0.0,29
223769097,NSN Foundation Inc,NJ,100.0,1.0,2,False,100.0,50.0,0.0,0,0.0,30
411359579,US BANK FOUNDATION,WI,100.0,0.9999999999999972,3,False,100.0,50.0,0.0,0,0.0,31
471295073,ALFRED AND ISABEL BADER 2014 CHARITABLE TRUST,WI,100.0,0.9999999999860044,4,False,100.0,50.0,0.0,0,0.0,32
836582316,EBOR CHARITABLE TRUST,WY,100.0,0.9995638174506462,9,False,100.0,50.0,0.0,0,0.0,33
852700743,Ahimsa Foundation,CO,99.8,0.997546124050743,11,False,99.8,49.9,0.0,0,0.0,34
460827839,AbbVie Foundation,IL,99.2,0.9924985195911644,14,False,99.2,49.9,0.031521876182070356,5,0.13869625520110956,35
222621967,GE FOUNDATION,CT,99.4,0.9939449346196312,13,False,99.4,49.9,0.0,0,0.10435850214855741,36
133127947,BRISTOL-MYERS SQUIBB FOUNDATION INC,NJ,99.7,0.9974132537648616,12,False,99.7,49.8,0.0,0,0.0,37
113501028,JOHN O OUNJIAN FOUNDATION INC,FL,80.4,0.8043569703604139,130,False,80.4,49.6,6.25,1,0.0,38
262456949,CHUBB CHARITABLE FOUNDATION,PA,98.1,0.9809077353355083,16,False,98.1,49.3,0.0,0,0.10582632723852077,39
237093598,John D and Catherine T MacArthur Foundation (Consolidated),IL,94.7,0.946789393261399,30,False,94.7,49.2,1.2131551511705052,128,0.028433323855558714,40
236648842,THE CHANTICLEER CHARITABLE TRUST,MO,98.5,0.9848908440994896,15,False,98.5,49.2,0.0,0,0.0,41
581586283,DUKE ENERGY FOUNDATION,NC,97.8,0.9780329943743804,17,False,97.8,48.9,0.0,0,0.0,42
50499622,THE ALEXANDRA MM GAGNON FOUNDATION,MA,97.6,0.9757385978580282,19,False,97.6,48.8,0.0,0,0.0,43
735682900,HH Champlin Foundation,OK,97.6,0.9759376258003404,18,False,97.6,48.8,0.0,0,0.0,44
942566167,Nora Eccles Treadwell Charitable Trust,UT,97.4,0.9740784322239902,21,False,97.4,48.7,0.0,0,0.0,45
137029285,OPEN SOCIETY INSTITUTE,NY,93.0,0.9302368597105432,34,False,93.0,48.7,1.067257349979863,53,0.3221908981071285,46
136047458,MARIANNE G FAULKNER TRUST UW FBO VARIOUS,IL,97.5,0.9747265964283708,20,False,97.5,48.7,0.0,0,0.0,47
205804040,THE BOYD FAMILY FOUNDATION INC,CA,96.8,0.9683546592248592,23,False,96.8,48.4,0.0,0,0.0,48
943089624,DOYON FOUNDATION,AK,92.9,0.929271487989469,36,False,92.9,48.3,0.0,0,0.9403017712661274,49
756038519,TEXAS INSTRUMENTS FOUNDATION,TX,92.3,0.9231596884567668,41,False,92.3,48.2,1.1159077950639407,137,0.19548749694550785,50
800422183,Burt Harkins Family Foundation,TX,95.6,0.9557558667019984,26,False,95.6,47.8,0.0,0,0.0,51
346525861,PORTHOUSE FOUNDATION,MO,94.7,0.9473247744173684,28,False,94.7,47.3,0.0,0,0.0,52
202202134,Nelnet Foundation,NE,94.7,0.9471655919754556,29,False,94.7,47.3,0.0,0,0.0,53
541524318,NCMA Education Research Foundation,VA,80.7,0.8068796397417816,129,False,80.7,47.2,4.545454545454546,5,0.0,54
